disk_id,ds,model,n_5,r_5,n_9,r_9,n_12,r_12,n_177,r_177,n_180,r_180,n_181,r_181,n_182,r_182,n_183,r_183,n_184,r_184,n_187,r_187,n_190,r_190,n_194,r_194,n_195,r_195,n_197,r_197,n_199,r_199,n_241,r_241,n_242,r_242,n_244,r_244,n_245,r_245,is_null,is_broken
22842,20190507,MB1,99,2,97,14201,99,16,97,197,99,6559,100,0,100,0,99,2,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,647698000000.0,99,375149000000.0,100,0,100,65535,0,1
22842,20190506,MB1,99,2,97,14177,99,16,97,197,99,6559,100,0,100,0,99,2,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,647464000000.0,99,374684000000.0,100,0,100,65535,0,1
22842,20190505,MB1,99,2,97,14153,99,16,97,196,99,6559,100,0,100,0,99,2,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,646546000000.0,99,373948000000.0,100,0,100,65535,0,1
22842,20190504,MB1,99,2,97,14129,99,16,97,196,99,6559,100,0,100,0,99,2,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,645675000000.0,99,373253000000.0,100,0,100,65535,0,1
22842,20190503,MB1,99,2,97,14105,99,16,97,196,99,6559,100,0,100,0,99,2,100,0,100,0,74,26,74,26,200,0,100,0,100,0,99,644843000000.0,99,372592000000.0,100,0,100,65535,0,1
22842,20190502,MB1,99,2,97,14081,99,16,97,195,99,6559,100,0,100,0,99,2,100,0,100,0,75,25,75,25,200,0,100,0,100,0,99,643968000000.0,99,371894000000.0,100,0,100,65535,0,1
22842,20190501,MB1,99,2,97,14057,99,16,97,195,99,6559,100,0,100,0,99,2,100,0,100,0,75,25,75,25,200,0,100,0,100,0,99,643160000000.0,99,371229000000.0,100,0,100,65535,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1,1,1
28943,20190214,MB1,100,0,97,12272,99,19,97,195,100,6509,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,525363000000.0,99,408349000000.0,100,0,100,65535,0,1
28943,20190213,MB1,100,0,97,12248,99,19,97,195,100,6509,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,524525000000.0,99,407577000000.0,100,0,100,65535,0,1
28943,20190212,MB1,100,0,97,12224,99,19,97,194,100,6509,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,523736000000.0,99,406802000000.0,100,0,100,65535,0,1
28943,20190211,MB1,100,0,97,12200,99,19,97,194,100,6509,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,522864000000.0,99,405928000000.0,100,0,100,65535,0,1
28943,20190210,MB1,100,0,97,12176,99,19,97,193,100,6509,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,521901000000.0,99,405205000000.0,100,0,100,65535,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1,1,1
8353,20180918,MB1,100,0,98,8698,99,18,98,120,100,6536,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,391498000000.0,99,242571000000.0,100,0,100,65535,0,1
8353,20180917,MB1,100,0,98,8674,99,18,98,120,100,6536,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,390143000000.0,99,241622000000.0,100,0,100,65535,0,1
8353,20180916,MB1,100,0,98,8650,99,18,98,119,100,6536,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,388833000000.0,99,240662000000.0,100,0,100,65535,0,1
8353,20180915,MB1,100,0,98,8626,99,18,98,119,100,6536,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,387654000000.0,99,239827000000.0,100,0,100,65535,0,1
8353,20180914,MB1,100,0,98,8602,99,18,98,119,100,6536,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,386425000000.0,99,238946000000.0,100,0,100,65535,0,1
8353,20180913,MB1,100,0,98,8578,99,18,98,118,100,6536,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,384931000000.0,99,237934000000.0,100,0,100,65535,0,1
3773,20190905,MB1,99,2,96,17162,99,13,96,294,99,6545,100,0,100,0,99,2,100,0,100,0,73,27,73,27,200,0,100,0,100,0,99,568414000000.0,99,326745000000.0,100,0,100,65535,0,1
3773,20190904,MB1,99,2,96,17138,99,13,96,293,99,6545,100,0,100,0,99,2,100,0,100,0,73,27,73,27,200,0,100,0,100,0,99,568280000000.0,99,326466000000.0,100,0,100,65535,0,1
3773,20190903,MB1,100,0,96,17114,99,13,96,293,100,6547,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,567795000000.0,99,326107000000.0,100,0,100,65535,0,1
3773,20190902,MB1,100,0,96,17090,99,13,96,293,100,6547,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,567338000000.0,99,325741000000.0,100,0,100,65535,0,1
3773,20190901,MB1,100,0,96,17066,99,13,96,292,100,6547,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,566869000000.0,99,325324000000.0,100,0,100,65535,0,1
3773,20190831,MB1,100,0,96,17042,99,13,96,292,100,6547,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,566383000000.0,99,324817000000.0,100,0,100,65535,0,1
3773,20190830,MB1,100,0,96,17018,99,13,96,291,100,6547,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,565877000000.0,99,324380000000.0,100,0,100,65535,0,1
13564,20190523,MB1,99,2,97,14643,99,14,96,273,99,6553,100,0,100,0,99,2,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,574818000000.0,99,292649000000.0,100,0,100,65535,0,1
13564,20190522,MB1,99,2,97,14619,99,14,96,273,99,6553,100,0,100,0,99,2,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,574661000000.0,99,292434000000.0,100,0,100,65535,0,1
13564,20190521,MB1,100,0,97,14595,99,14,96,273,100,6555,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,573874000000.0,99,291358000000.0,100,0,100,65535,0,1
13564,20190520,MB1,100,0,97,14571,99,14,96,272,100,6555,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,573157000000.0,99,290313000000.0,100,0,100,65535,0,1
13564,20190519,MB1,100,0,97,14547,99,14,96,271,100,6555,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,572562000000.0,99,289638000000.0,100,0,100,65535,0,1
13564,20190518,MB1,100,0,97,14523,99,14,96,271,100,6555,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,572123000000.0,99,289304000000.0,100,0,100,65535,0,1
13564,20190517,MB1,100,0,97,14499,99,14,96,271,100,6555,100,0,100,0,100,0,100,0,100,0,72,28,72,28,200,0,100,0,100,0,99,571688000000.0,99,288977000000.0,100,0,100,65535,0,1
26493,20190907,MB1,99,2,96,17177,99,25,99,13,99,6555,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4688215226.0,99,377239000000.0,100,0,100,65535,0,1
26493,20190906,MB1,99,2,96,17153,99,25,99,13,99,6555,100,0,100,0,99,2,100,0,100,0,69,31,69,31,200,0,100,0,99,1,99,4688211098.0,99,375337000000.0,100,0,100,65535,0,1
26493,20190905,MB1,100,0,96,17129,99,25,99,13,100,6557,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4688207379.0,99,373489000000.0,100,0,100,65535,0,1
26493,20190904,MB1,100,0,96,17105,99,25,99,13,100,6557,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4688207379.0,99,373489000000.0,100,0,100,65535,0,1
26493,20190903,MB1,100,0,96,17081,99,25,99,13,100,6557,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4688207379.0,99,373489000000.0,100,0,100,65535,0,1
26493,20190902,MB1,100,0,96,17057,99,25,99,13,100,6557,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4688207379.0,99,373489000000.0,100,0,100,65535,0,1
26493,20190901,MB1,100,0,96,17033,99,25,99,13,100,6557,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4688207379.0,99,373489000000.0,100,0,100,65535,0,1
26494,20190915,MB1,99,2,96,17369,99,25,99,7,99,6563,100,0,100,0,99,2,100,0,100,0,71,29,71,29,200,0,100,0,99,2,99,4597260457.0,99,381078000000.0,100,0,100,65535,0,1
26494,20190914,MB1,99,2,96,17345,99,25,99,7,99,6563,100,0,100,0,99,2,100,0,100,0,71,29,71,29,200,0,100,0,99,2,99,4597260457.0,99,381078000000.0,100,0,100,65535,0,1
26494,20190913,MB1,100,0,96,17321,99,25,99,7,100,6565,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,99,2,99,4597256329.0,99,379173000000.0,100,0,100,65535,0,1
26494,20190912,MB1,100,0,96,17297,99,25,99,7,100,6565,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,2,99,4597252610.0,99,377329000000.0,100,0,100,65535,0,1
26494,20190911,MB1,100,0,96,17273,99,25,99,7,100,6565,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,2,99,4597252610.0,99,377329000000.0,100,0,100,65535,0,1
26494,20190910,MB1,100,0,96,17249,99,25,99,7,100,6565,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,2,99,4597252610.0,99,377329000000.0,100,0,100,65535,0,1
26494,20190909,MB1,100,0,96,17225,99,25,99,7,100,6565,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,2,99,4597252610.0,99,377329000000.0,100,0,100,65535,0,1
26496,20190714,MB1,99,2,96,15854,99,25,99,10,99,6494,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4687108346.0,99,347159000000.0,100,0,100,65535,0,1
26496,20190713,MB1,99,2,96,15830,99,25,99,10,99,6494,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4687108346.0,99,347159000000.0,100,0,100,65535,0,1
26496,20190712,MB1,100,0,96,15806,99,25,99,10,100,6496,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,4687100954.0,99,343437000000.0,100,0,100,65535,0,1
26496,20190711,MB1,100,0,96,15782,99,25,99,10,100,6496,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4687100499.0,99,343409000000.0,100,0,100,65535,0,1
26496,20190710,MB1,100,0,96,15758,99,25,99,10,100,6496,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4687100499.0,99,343409000000.0,100,0,100,65535,0,1
26496,20190709,MB1,100,0,96,15734,99,25,99,10,100,6496,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4687100499.0,99,343409000000.0,100,0,100,65535,0,1
26496,20190708,MB1,100,0,96,15710,99,25,99,10,100,6496,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4687100499.0,99,343409000000.0,100,0,100,65535,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1,1,1
26497,20180726,MB1,100,0,98,7384,99,24,99,26,100,6540,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,57748341077.0,99,157683000000.0,100,0,100,65535,0,1
26497,20180725,MB1,100,0,98,7360,99,24,99,26,100,6540,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,100,0,99,57493154053.0,99,157683000000.0,100,0,100,65535,0,1
26497,20180724,MB1,100,0,98,7336,99,24,99,26,100,6540,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,57237569565.0,99,157683000000.0,100,0,100,65535,0,1
26497,20180723,MB1,100,0,98,7312,99,24,99,26,100,6540,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,57028971997.0,99,157619000000.0,100,0,100,65535,0,1
26497,20180722,MB1,100,0,98,7288,99,24,99,26,100,6540,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,56775182725.0,99,157573000000.0,100,0,100,65535,0,1
26482,20190721,MB1,99,2,96,16022,99,25,99,10,99,6463,100,0,100,0,99,2,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,4594552825.0,99,351078000000.0,100,0,100,65535,0,1
26482,20190720,MB1,99,2,96,15998,99,25,99,10,99,6463,100,0,100,0,99,2,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,4594552825.0,99,351078000000.0,100,0,100,65535,0,1
26482,20190719,MB1,100,0,96,15974,99,25,99,10,100,6465,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,4594544978.0,99,347328000000.0,100,0,100,65535,0,1
26482,20190718,MB1,100,0,96,15950,99,25,99,10,100,6465,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,4594544978.0,99,347328000000.0,100,0,100,65535,0,1
26482,20190717,MB1,100,0,96,15926,99,25,99,10,100,6465,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,4594544978.0,99,347328000000.0,100,0,100,65535,0,1
26482,20190716,MB1,100,0,96,15902,99,25,99,10,100,6465,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,4594544978.0,99,347328000000.0,100,0,100,65535,0,1
26482,20190715,MB1,100,0,96,15878,99,25,99,10,100,6465,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,4594544978.0,99,347328000000.0,100,0,100,65535,0,1
26487,20191201,MB1,99,2,96,19214,99,25,99,12,99,6490,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4686565655.0,99,422150000000.0,100,0,100,65535,0,1
26487,20191130,MB1,99,2,96,19190,99,25,99,12,99,6490,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4686565655.0,99,422150000000.0,100,0,100,65535,0,1
26487,20191129,MB1,100,0,96,19166,99,25,99,12,100,6492,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4686557808.0,99,418401000000.0,100,0,100,65535,0,1
26487,20191128,MB1,100,0,96,19142,99,25,99,12,100,6492,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4686557808.0,99,418401000000.0,100,0,100,65535,0,1
26487,20191127,MB1,100,0,96,19124,99,25,99,12,100,6492,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4686557808.0,99,418401000000.0,100,0,100,65535,0,1
26487,20191126,MB1,100,0,96,19100,99,25,99,12,100,6492,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4686557808.0,99,418401000000.0,100,0,100,65535,0,1
26487,20191125,MB1,100,0,96,19073,99,25,99,12,100,6492,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4686557808.0,99,418401000000.0,100,0,100,65535,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1,1,1
26489,20191019,MB1,99,2,96,18183,99,25,99,10,99,6460,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4687625769.0,99,399734000000.0,100,0,100,65535,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1,1,1
26489,20191016,MB1,100,0,96,18113,99,25,99,10,100,6462,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4687615933.0,99,395985000000.0,100,0,100,65535,0,1
26489,20191015,MB1,100,0,96,18089,99,25,99,10,100,6462,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4687615933.0,99,395985000000.0,100,0,100,65535,0,1
26489,20191014,MB1,100,0,96,18065,99,25,99,10,100,6462,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,1,99,4687615933.0,99,395985000000.0,100,0,100,65535,0,1
30643,20181124,MB1,99,2,97,10313,99,29,99,6,99,6442,100,0,100,0,99,2,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,4684518318.0,99,231097000000.0,100,0,100,65535,0,1
30643,20181123,MB1,99,2,97,10289,99,29,99,6,99,6442,100,0,100,0,99,2,100,0,100,0,69,31,69,31,200,0,100,0,99,1,99,4684512270.0,99,228069000000.0,100,0,100,65535,0,1
30643,20181122,MB1,100,0,97,10265,99,29,99,6,100,6444,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,4684510471.0,99,227348000000.0,100,0,100,65535,0,1
30643,20181121,MB1,100,0,97,10241,99,29,99,6,100,6444,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,4684510471.0,99,227348000000.0,100,0,100,65535,0,1
30643,20181120,MB1,100,0,97,10217,99,29,99,6,100,6444,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,4684510471.0,99,227348000000.0,100,0,100,65535,0,1
30643,20181119,MB1,100,0,97,10193,99,29,99,6,100,6444,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,4684510471.0,99,227348000000.0,100,0,100,65535,0,1
30643,20181118,MB1,100,0,97,10169,99,29,99,6,100,6444,100,0,100,0,100,0,100,0,100,0,71,29,71,29,200,0,100,0,99,1,99,4684510471.0,99,227348000000.0,100,0,100,65535,0,1
31299,20181118,MB1,99,2,97,10125,99,25,99,6,99,6552,100,0,100,0,99,2,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,4595505209.0,99,239222000000.0,100,0,100,65535,0,1
31299,20181117,MB1,99,2,98,10101,99,25,99,6,99,6552,100,0,100,0,99,2,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,4595505209.0,99,239222000000.0,100,0,100,65535,0,1
31299,20181116,MB1,100,0,98,10077,99,25,99,6,100,6554,100,0,100,0,100,0,100,0,100,0,67,33,67,33,200,0,100,0,100,0,99,4595499161.0,99,236211000000.0,100,0,100,65535,0,1
31299,20181115,MB1,100,0,98,10053,99,25,99,6,100,6554,100,0,100,0,100,0,100,0,100,0,69,31,69,31,200,0,100,0,100,0,99,4595497362.0,99,235472000000.0,100,0,100,65535,0,1
31299,20181114,MB1,100,0,98,10029,99,25,99,6,100,6554,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,4595497362.0,99,235472000000.0,100,0,100,65535,0,1
31299,20181113,MB1,100,0,98,10005,99,25,99,6,100,6554,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4595497362.0,99,235472000000.0,100,0,100,65535,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1,1,1
31301,20191026,MB1,99,50,96,18334,99,25,99,8,99,6471,100,0,100,0,99,50,100,0,99,194,69,31,69,31,199,194,100,0,100,0,99,4687411123.0,99,426616000000.0,100,0,100,65535,0,1
31301,20191025,MB1,99,48,96,18310,99,25,99,8,99,6473,100,0,100,0,99,48,100,0,99,194,67,33,67,33,199,194,100,0,100,0,99,4687406707.0,99,424580000000.0,100,0,100,65535,0,1
31301,20191024,MB1,99,48,96,18286,99,25,99,8,99,6473,100,0,100,0,99,48,100,0,99,194,69,31,69,31,199,194,100,0,100,0,99,4687401195.0,99,419117000000.0,100,0,100,65535,0,1
31301,20191023,MB1,99,48,96,18259,99,25,99,8,99,6473,100,0,100,0,99,48,100,0,99,194,69,31,69,31,199,194,100,0,100,0,99,4687399206.0,99,419117000000.0,100,0,100,65535,0,1
31301,20191022,MB1,99,48,96,18238,99,25,99,8,99,6473,100,0,100,0,99,48,100,0,99,194,69,31,69,31,199,194,100,0,100,0,99,4687399206.0,99,419117000000.0,100,0,100,65535,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1,1,1
31301,20191020,MB1,99,48,96,18190,99,25,99,8,99,6473,100,0,100,0,99,48,100,0,99,194,69,31,69,31,199,194,100,0,100,0,99,4687399206.0,99,419117000000.0,100,0,100,65535,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1,1,1
31308,20180804,MB1,99,2,98,7581,99,25,99,5,99,6529,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4592808510.0,99,182976000000.0,100,0,100,65535,0,1
31308,20180803,MB1,100,0,98,7557,99,25,99,5,100,6531,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,4592802846.0,99,180196000000.0,100,0,100,65535,0,1
31308,20180802,MB1,100,0,98,7533,99,25,99,5,100,6531,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4592800663.0,99,179226000000.0,100,0,100,65535,0,1
31308,20180801,MB1,100,0,98,7509,99,25,99,5,100,6531,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4592800663.0,99,179226000000.0,100,0,100,65535,0,1
31308,20180731,MB1,100,0,98,7485,99,25,99,5,100,6531,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4592800663.0,99,179226000000.0,100,0,100,65535,0,1
31308,20180730,MB1,100,0,98,7461,99,25,99,5,100,6531,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4592800663.0,99,179226000000.0,100,0,100,65535,0,1
31295,20190323,MB1,99,2,97,13127,99,25,99,9,99,6484,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4684985839.0,99,306545000000.0,100,0,100,65535,0,1
31295,20190322,MB1,99,2,97,13103,99,25,99,9,99,6484,100,0,100,0,99,2,100,0,100,0,68,32,68,32,200,0,100,0,100,0,99,4684982120.0,99,304676000000.0,100,0,100,65535,0,1
31295,20190321,MB1,100,0,97,13079,99,25,99,9,100,6486,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4684977992.0,99,302796000000.0,100,0,100,65535,0,1
31295,20190320,MB1,100,0,97,13055,99,25,99,9,100,6486,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4684977992.0,99,302796000000.0,100,0,100,65535,0,1
31295,20190319,MB1,100,0,97,13031,99,25,99,9,100,6486,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4684977992.0,99,302796000000.0,100,0,100,65535,0,1
31295,20190318,MB1,100,0,97,13007,99,25,99,9,100,6486,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4684977992.0,99,302796000000.0,100,0,100,65535,0,1
31295,20190317,MB1,100,0,97,12983,99,25,99,9,100,6486,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,100,0,99,4684977992.0,99,302796000000.0,100,0,100,65535,0,1
5680,20181203,MB1,99,2,97,10490,99,37,99,8,99,6559,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,99,2,99,4644953502.0,99,244035000000.0,100,0,100,65535,0,1
5680,20181202,MB1,99,2,97,10466,99,37,99,8,99,6559,100,0,100,0,99,2,100,0,100,0,70,30,70,30,200,0,100,0,99,2,99,4644953502.0,99,244035000000.0,100,0,100,65535,0,1
5680,20181201,MB1,100,0,97,10442,99,37,99,8,100,6561,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,2,99,4644953502.0,99,244035000000.0,100,0,100,65535,0,1
5680,20181130,MB1,100,0,97,10418,99,37,99,8,100,6561,100,0,100,0,100,0,100,0,100,0,68,32,68,32,200,0,100,0,99,2,99,4644947358.0,99,240989000000.0,100,0,100,65535,0,1
5680,20181129,MB1,100,0,97,10394,99,37,99,8,100,6561,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,2,99,4644945655.0,99,240286000000.0,100,0,100,65535,0,1
5680,20181128,MB1,100,0,97,10370,99,37,99,8,100,6561,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,2,99,4644945655.0,99,240286000000.0,100,0,100,65535,0,1
5680,20181127,MB1,100,0,97,10346,99,37,99,8,100,6561,100,0,100,0,100,0,100,0,100,0,70,30,70,30,200,0,100,0,99,2,99,4644945655.0,99,240286000000.0,100,0,100,65535,0,1
5698,20181114,MB1,99,2,98,10034,99,37,99,6,99,6523,100,0,100,0,99,2,100,0,100,0,69,31,69,31,200,0,100,0,99,2,99,4644199417.0,99,232787000000.0,100,0,100,65535,0,1
5698,20181113,MB1,99,2,98,10010,99,37,99,6,99,6523,100,0,100,0,99,2,100,0,100,0,71,29,71,29,200,0,100,0,99,2,99,4644199417.0,99,232787000000.0,100,0,100,65535,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1,1,1
